link,title,pubDate,description,thumbnail
https://www.antaranews.com/berita/3734607/pemprov-kaltim-komitmen-kembangkan-pertanian-sejuta-hektare,Pemprov Kaltim komitmen kembangkan pertanian sejuta hektare,2023-09-19T15:32:59.000Z,"Pemerintah Provinsi Kalimantan Timur berkomitmen mengembangkan sektor pertanian melalui program sejuta hektare dalam rangka mewujudkan swasembada pangan lokal. &quot;Ada atau tidak adanya Ibu Kota Negara ( IKN) Nusantara, ...",https://img.antaranews.com/cache/800x533/2023/09/19/IMG_3283.jpeg
https://www.antaranews.com/berita/3734604/indra-sjafri-berterima-kasih-kepada-pelatih-pelatih-klub-liga-1,Indra Sjafri berterima kasih kepada pelatih-pelatih klub Liga 1,2023-09-19T15:30:19.000Z,"Pelatih tim nasional U-24 Indra Sjafri berterima kasih kepada para pelatih di Liga 1, yang telah memberikan para pemainnya dan membuat para pemain dapat tampil bagus pada pertandingan pertama Grup F Asian Games melawan Kirgistan, ...",https://img.antaranews.com/cache/800x533/2023/09/15/antarafoto-latihan-timnas-jelang-asian-games-150923-hma-3.jpg
https://www.antaranews.com/video/3734559/bupati-maluku-tenggara-diduga-lecehkan-karyawati-polda-masih-dikaji,"Bupati Maluku Tenggara diduga lecehkan karyawati, Polda: Masih dikaji",2023-09-19T15:27:53.000Z,ANTARA - Bupati Maluku Tenggara M Thaher Hanubun diduga melakukan pelecehan seksual terhadap karyawati yang bekerja di kafe miliknya di kota Ambon. Hingga kini Polda Maluku masih terus mengusut kasus pelecehan tersebut. (Alfian ...,https://img.antaranews.com/cache/800x533/2023/09/SANS_BUPATI-MALUKU-TENGGARA-DIDUGA-LECEHKAN-KARYAWATI-POLDA-MASIH-DIKAJI.jpg
https://www.antaranews.com/berita/3734601/analis-kebijakan-publik-sebut-dugaan-asn-tak-netral-sangat-berbahaya,Analis Kebijakan Publik sebut dugaan ASN tak netral sangat berbahaya,2023-09-19T15:25:19.000Z,Analis Kebijakan Publik Universitas Trisakti Trubus Rahadiansyah menyebut dugaan aparatur sipil negara (ASN) yang tidak netral menjelang Pemilihan Umum (Pemilu) 2024 sangat berbahaya jika dibiarkan. &ldquo;Dugaan maraknya ASN ...,https://img.antaranews.com/cache/800x533/2020/03/30/IMG-20200330-WA0040_1.jpg
https://www.antaranews.com/berita/3734598/sulut-united-akan-maksimalkan-waktu-persiapan-jelang-hadapi-persewar,Sulut United akan maksimalkan waktu persiapan jelang hadapi Persewar,2023-09-19T15:24:44.000Z,"Pelatih Sulut United Jaya Hartono mengatakan timnya akan memanfaatkan waktu dua minggu untuk mempersiapkan diri menghadapi Persewar Waropen pada pekan keempat Liga 2 Indonesia Grup 4 di Stadion Klabat, Manado, Jumat (29/9) ...",https://img.antaranews.com/cache/800x533/2022/10/01/sulut-united-biak.jpg
https://www.antaranews.com/video/3734580/kpk-resmi-tahan-mantan-dirut-pertamina-karen-agustiawan,KPK resmi tahan mantan Dirut Pertamina Karen Agustiawan,2023-09-19T15:21:50.000Z,ANTARA - Komisi Pemberantasan Korupsi(KPK) resmi menahan Direktur Utama PT Pertamina (Persero) periode 2009-2014 Karen Agustiawan sebagai tersangka kasus dugaan korupsi pengadaan Liquefied Natural Gas (LNG) di PT Pertamina ...,https://img.antaranews.com/cache/800x533/2023/09/KPK-RESMI-TAHAN-MANTAN-DIRUT-PERTAMINA-KAREN-AGUSTIAWAN.jpg
https://www.antaranews.com/berita/3734595/kpu-bantah-usul-pendaftaran-capres-cawapres-maju-pertimbangan-politis,KPU bantah usul pendaftaran capres-cawapres maju pertimbangan politis,2023-09-19T15:21:37.000Z,Anggota Komisi Pemilihan Umum (KPU) RI Idham Holik membantah jika usulan memajukan jadwal pendaftaran calon presiden (capres) dan calon wakil presiden (cawapres) pada Pilpres 2024 didasarkan pertimbangan politis. &ldquo;Jadi ...,https://img.antaranews.com/cache/800x533/2023/09/19/WhatsApp-Image-2023-09-19-at-22.12.27.jpeg
https://www.antaranews.com/video/3734526/operasi-pasar-pemkot-palangka-raya-salurkan-ratusan-sembako-murah,"Operasi pasar, Pemkot Palangka Raya salurkan ratusan sembako murah",2023-09-19T15:20:52.000Z,"ANTARA - Dinas Perdagangan, Koperasi UKM dan Perindustrian (DPKUKMP) Palangka Raya menggelar operasi pasar sembako murah bagi warga di Kelurahan Langkai, Kecamatan Pahandut, Selasa (19/9).Total ada ratusan paket sembako yang ...",https://img.antaranews.com/cache/800x533/2023/09/SANS_OPERASI-PASAR-PEMKOT-PALANGKA-RAYA-SALURKAN-RATUSAN-SEMBAKO-MURAH.jpg
https://www.antaranews.com/berita/3734592/kemenkominfo-siapkan-aturan-kyc-untuk-registrasi-nomor-seluler,"Kemenkominfo siapkan aturan ""KYC"" untuk registrasi nomor seluler",2023-09-19T15:19:31.000Z,Kementerian Komunikasi dan Informatika&nbsp;tengah menyiapkan aturan &quot;Know Your Customer&quot; atau kenali pelanggan bagi operator seluler sebagai syarat registrasi nomor seluler sehingga memiliki keamanan yang lebih ...,https://img.antaranews.com/cache/800x533/2023/09/19/IMG-20230919-WA0007_3.jpg
https://www.antaranews.com/berita/3734589/ganjar-semua-tokoh-masih-punya-peluang-sama-jadi-bacawapresnya,Ganjar: Semua tokoh masih punya peluang sama jadi bacawapresnya,2023-09-19T15:17:45.000Z,Bakal calon presiden (bacapres) PDI Perjuangan Ganjar Pranowo mengatakan semua tokoh saat ini masih memiliki peluang sama menjadi pendampingnya untuk maju pada Pilpres 2024. &quot;Semua masih punya peluang yang sama pada hari ...,https://img.antaranews.com/cache/800x533/2023/09/19/IMG_20230919_202249.jpg
https://www.antaranews.com/berita/3734586/pln-listrik-selama-wsl-nias-pro-2023-cukup-andal,PLN: Listrik selama WSL Nias Pro 2023 cukup andal,2023-09-19T15:17:30.000Z,"General Manajer PLN Unit Induk Distribusi (UID) Sumatera Utara Awaluddin Hafid mengatakan pasokan&nbsp;listrik selama Kejuaraan World Surfing League (WSL) Nias Pro 2023 cukup andal. &quot;Kita panjatkan syukur kepada Tuhan, ...",https://img.antaranews.com/cache/800x533/2023/09/19/WhatsApp-Image-2023-09-19-at-18.26.22.jpg
https://www.antaranews.com/berita/3734583/survei-perhumas-inovasi-bisa-tingkatkan-reputasi-perusahaan,Survei PERHUMAS: Inovasi bisa tingkatkan reputasi perusahaan,2023-09-19T15:16:18.000Z,"Survei Organisasi Profesi Kehumasan Indonesia(PERHUMAS) yang dikemas ke dalam PERHUMAS Indicators menyebutkan inovasi bisa meningkatkan kepercayaan dan reputasi perusahaan atau lembaga. Ketua Umum PERHUMAS, Boy Kelana ...",https://img.antaranews.com/cache/800x533/2023/09/19/IMG-20230919-WA0002_2.jpg
https://www.antaranews.com/video/3734568/polres-ogan-ilir-sumsel-telah-tangkap-enam-pelaku-bakar-lahan,Polres Ogan Ilir Sumsel telah tangkap enam pelaku bakar lahan,2023-09-19T15:15:49.000Z,"ANTARA -&nbsp;Polres Kabupaten Ogan Ilir, Sumatera Selatan, telah menangkap enam orang pelaku pembakaran lahan sepanjang Januari hingga Agustus. Kapolres Ogan Ilir AKBP Andi Baso Rahman, Selasa (19/9), menyebut akan terus ...",https://img.antaranews.com/cache/800x533/2023/09/POLRES-OGAN-ILIR-SUMSEL-TELAH-TANGKAP-ENAM-PELAKU-BAKAR-LAHAN.jpg
https://www.antaranews.com/berita/3734577/pemkab-banjar-datangkan-investor-lewat-banjar-expo,Pemkab Banjar datangkan investor lewat Banjar Expo,2023-09-19T15:14:39.000Z,"Pemerintah Kabupaten Banjar, Kalimantan Selatan, berupaya mendatangkan investor untuk menanamkan modal usaha melalui Banjar Expo. &quot;Banjar Expo ini menjadi peluang investasi dan kami membuka pintu selebar-lebarnya kepada ...",https://img.antaranews.com/cache/800x533/2023/09/19/IMG_3889.jpeg
https://www.antaranews.com/berita/3734574/erick-thohir-minta-para-pemain-timnas-u-24-pelihara-tradisi-kemenangan,Erick Thohir minta para pemain timnas U-24 pelihara tradisi kemenangan,2023-09-19T15:13:02.000Z,"Ketua Umum PSSI Erick Thohir meminta para pemain tim nasional Indonesia U-24 untuk terus memelihara tradisi kemenangan, setelah mereka meraih kemenangan 2-0 atas Kirgistan pada pertandingan pembukaan Grup F Asian Games 2022 di ...",https://img.antaranews.com/cache/800x533/2023/09/16/IMG_5819.jpeg
https://www.antaranews.com/berita/3734571/kemnaker-tingkatkan-kapasitas-pengelola-layanan-karirhub-job-virtual,Kemnaker tingkatkan kapasitas pengelola layanan Karirhub-Job Virtual,2023-09-19T15:11:23.000Z,Kementerian Ketenagakerjaan (Kemnaker) terus meningkatkan kapasitas pengelola layanan Karirhub dan Job Fair Virtual di daerah guna menjembatani dan mempertemukan antara pencari kerja dan pemberi kerja. Peningkatan kapasitas ...,https://img.antaranews.com/cache/800x533/2023/09/19/IMG-20230919-WA0011_5.jpg
https://www.antaranews.com/berita/3734562/adaptasi-penyerang-asing-gresik-united-berjalan-baik,Adaptasi penyerang asing Gresik United berjalan baik,2023-09-19T15:08:23.000Z,"Pelatih klub Liga 2 Indonesia Gresik Uniten Rudy Eka Priyambada mengungkapkan adaptasi penyerang asing Victor Bertomeu bersama timnya berjalan baik.
&nbsp; Dikutip dari laman resmi Liga Indonesia, Selasa, Rudy mengatakan ...",https://img.antaranews.com/cache/800x533/2023/09/11/Samsul-Arif-Grseik-2-1_1.jpg
https://www.antaranews.com/video/3734529/pemkot-solo-tangani-kebakaran-tpa-putri-cempo-dengan-water-bombing,"Pemkot Solo tangani kebakaran TPA Putri Cempo dengan ""water bombing""",2023-09-19T15:02:11.000Z,"ANTARA - Pemkot Solo menggunakan metode &quot;water bombing&quot; untuk memadamkan api di TPA Putri Cempo pada Selasa (19/9). Dengan cara ini diharapkan titik-titik api yang masih ada di Blok B, sejak peristiwa terjadi Sabtu ...",https://img.antaranews.com/cache/800x533/2023/09/PEMKOT-SOLO-TANGANI-KEBAKARAN-TPA-PUTRI-CEMPO-DENGAN-WATER-BOMBING.jpg
https://www.antaranews.com/berita/3734556/kpai-berharap-pemerintah-ungkap-penyebar-konten-pornografi-hingga-akar,KPAI berharap pemerintah ungkap penyebar konten pornografi hingga akar,2023-09-19T14:59:37.000Z,"Perlindungan Anak Indonesia (KPAI) berharap&nbsp;
pemerintah melalui Kepolisian bersama&nbsp;
Kementerian Komunikasi dan Informatika (Kemenkominfo) mengungkap penyebar konten pornografi hingga akarnya. &nbsp; &quot;Kami ...",https://img.antaranews.com/cache/800x533/2023/09/19/IMG-20230919-WA0013.jpg
https://asiangames.antaranews.com/berita/3734553/voli-indonesia-taklukkan-filipina-dengan-skor-3-0-di-asian-games-2022,Voli Indonesia taklukkan Filipina dengan skor 3-0 di Asian Games 2022,2023-09-19T14:59:17.000Z,"Timnas voli putra Indonesia mengawali perjuangan mereka di Asian Games 2022 Hangzhou, China dengan manis setelah mengalahkan timnas Voli Putra Filipina dengan skor 3-0 (25-22, 25-23, 25-20) di Deqing Sports Centre Gymnasium, ...",https://img.antaranews.com/cache/800x533/2023/08/30/Agil-Angga-Anggara.jpg
https://www.cnbcindonesia.com/news/20230919181153-4-473839/ri-disorot-asing-jadi-pusat-latihan-perang,"RI Disorot Asing, Jadi Pusat Latihan Perang",2023-09-19T15:00:00.000Z,Indonesia kini menjadi sorotan asing. Ini terkait ditunjuknya RI sebagai tuan rumah latihan gabungan militer ASEAN 2023.,https://awsimages.detik.net.id/visual/2023/04/25/tentara-nasional-indonesia-tni-terlihat-saat-upacara-pelepasan-pasukan-untuk-misi-evakuasi-wni-di-sudan-akibat-konflik-bersenj_169.jpeg?w=1200&q=90
https://www.cnbcindonesia.com/news/20230919172450-4-473822/dubes-india-buka-suara-kenapa-ganti-nama-jadi-bharat,Dubes India Buka Suara Kenapa Ganti Nama Jadi Bharat,2023-09-19T14:50:00.000Z,"Duta Besar (Dubes) India untuk Indonesia, Shri Sandeep Chakravorty, buka suara soal wacana India ingin berganti nama menjadi Bharat.",https://awsimages.detik.net.id/visual/2023/09/19/dubes-india-untuk-indonesia-cnbc-indonesia-tv_169.jpeg?w=1200&q=90
https://www.cnbcindonesia.com/news/20230919174143-4-473830/demo-besar-besaran-kembali-guncang-inggris-kenapa,"Demo Besar-Besaran Kembali Guncang Inggris, Kenapa?",2023-09-19T14:40:00.000Z,Demo besar-besaran kembali guncang Inggris. Kenapa?,https://awsimages.detik.net.id/visual/2023/02/01/1246712917_169.jpeg?w=1200&q=90
https://www.cnbcindonesia.com/entrepreneur/20230919104137-25-473620/miliarder-china-bangkrut-jadi-tukang-sosis-pinggir-jalan,"Miliarder China Bangkrut, Jadi Tukang Sosis Pinggir Jalan",2023-09-19T14:30:00.000Z,"Tang Jian dulu hidup bergelimang harta. Namun, kini dia bangkrut terlilit utang dan bekerja jadi tukang sosis bakar pinggir jalan.",https://awsimages.detik.net.id/visual/2023/09/19/tan-jian-foto-scmp-compositehandout_169.png?w=1200&q=90
https://www.cnbcindonesia.com/news/20230919205648-4-473870/kejagung-gandeng-ahli-periksa-dampak-korupsi-ke-tol-mbz,Kejagung Gandeng Ahli Periksa Dampak Korupsi ke Tol MBZ,2023-09-19T14:15:48.000Z,Kejaksaan Agung menggandeng sejumlah ahli untuk memeriksa dampak korupsi terhadap kondisi Tol MBZ.,https://awsimages.detik.net.id/visual/2023/04/19/kemacetan-terjadi-di-sejumlah-titik-ruas-jalan-tol-layang-mbz-arah-cikampek-kemacetan-diakibatkan-adanya-peningkatan-volume-ke-5_169.jpeg?w=1200&q=90
https://www.cnbcindonesia.com/news/20230919185354-8-473850/cari-prabot-hemat-yuk-ke-transmart,Cari Prabot Hemat? Yuk Ke Transmart,2023-09-19T14:15:42.000Z,Cari Prabot Hemat? Yuk Ke Transmart,https://awsimages.detik.net.id/visual/2023/09/19/cari-prabot-hemat-yuk-ke-transmart_169.png?w=1200&q=90
https://www.cnbcindonesia.com/news/20230919180332-4-473836/gak-pakai-negara-lain-india-buat-reaktor-nuklir-sendiri,"Gak Pakai Negara Lain, India Buat Reaktor Nuklir Sendiri",2023-09-19T14:05:00.000Z,India memulai operasi komersial reaktor air berat bertekanan (PHWR) 700 MWe buatan dalam negeri di pembangkit listrik tenaga nuklir Kakrapar di Gujarat.,https://awsimages.detik.net.id/visual/2023/09/19/dubes-india-untuk-indonesia-cnbc-indonesia-tv_169.jpeg?w=1200&q=90
https://www.cnbcindonesia.com/news/20230919184553-8-473848/pusat-otomotif-terbesar-resmi-dibuka-di-pik-2,Pusat Otomotif Terbesar Resmi Dibuka di PIK 2,2023-09-19T14:00:53.000Z,Pusat Otomotif Terbesar Resmi Dibuka di PIK 2,https://awsimages.detik.net.id/visual/2023/09/19/pusat-otomotif-terbesar-resmi-dibuka-di-pik-2_169.png?w=1200&q=90
https://www.cnbcindonesia.com/tech/20230919173514-37-473828/perang-chip-china-as-xi-jinping-makin-agresif-biden-waswas,"Perang Chip China-AS: Xi Jinping Makin Agresif, Biden Waswas",2023-09-19T14:00:00.000Z,"Perang teknologi antara AS dan China makin memperlihatkan hasil. Xi Jinping makin garang, Joe Biden ketar-ketir.",https://awsimages.detik.net.id/visual/2022/11/14/xi-jinping-joe-biden-3_169.jpeg?w=1200&q=90
https://www.cnbcindonesia.com/market/20230919205254-17-473869/investor-masih-tunggu-titah-the-fed-wall-street-dibuka-lesu,"Investor Masih Tunggu Titah The Fed, Wall Street Dibuka Lesu",2023-09-19T13:56:41.000Z,"Bursa Wall Street kembali dibuka melemah pada perdagangan Selasa, karena investor masih menanti kebijakan moneter terbaru The Fed",https://awsimages.detik.net.id/visual/2018/11/13/a74ce389-172d-4e51-a8b9-1948be83ad9b_169.jpeg?w=1200&q=90
https://www.cnbcindonesia.com/news/20230919204834-4-473868/kpk-karen-agustiawan-rugikan-negara-rp21-t,"KPK: Karen Agustiawan Rugikan Negara Rp2,1 T",2023-09-19T13:54:19.000Z,"Komisi Pemberantasan Korupsi (KPK) hari ini, Selasa (19/9/2023) menahan Direktur Utama PT Pertamina (persero) periode 2009 - 2014 Karen Agustiawan.",https://awsimages.detik.net.id/visual/2023/09/19/konferensi-pers-penetapan-dan-penahanan-tsk-terkait-tpk-pengadaan-lng-di-ptpertamina-ta-2011-2021-2_169.png?w=1200&q=90
https://www.cnbcindonesia.com/news/20230919203101-8-473864/kpk-tahan-eks-dirut-pertamina-karen-agustiawan,KPK Tahan Eks Dirut Pertamina Karen Agustiawan,2023-09-19T13:50:55.000Z,KPK Tahan Eks Dirut Pertamina Karen Agustiawan,https://awsimages.detik.net.id/visual/2023/09/19/kpk-tahan-eks-dirut-pertamina-karen-agustiawan_169.png?w=1200&q=90
https://www.cnbcindonesia.com/tech/20230919161317-37-473784/google-simpan-banyak-rahasia-joe-biden-minta-buka-semua,"Google Simpan Banyak Rahasia, Joe Biden Minta Buka Semua",2023-09-19T13:50:00.000Z,Google diminta buka-bukaan soal bisnisnya yang diduga memonopoli pasar. Simak selengkapnya!,https://awsimages.detik.net.id/visual/2018/07/24/69720b71-4b66-40e0-87ce-971d246e96cd_169.jpeg?w=1200&q=90
https://www.cnbcindonesia.com/news/20230919182409-8-473844/jaga-lingkungan-pakai-sepeda-listrik-belinya-di-transmart-aja,Jaga Lingkungan Pakai Sepeda Listrik Belinya di Transmart Aja,2023-09-19T13:45:52.000Z,Jaga Lingkungan Pakai Sepeda Listrik Belinya di Transmart Aja,https://awsimages.detik.net.id/visual/2023/09/19/jaga-lingkungan-pakai-sepeda-listrik-belinya-di-transmart-aja_169.png?w=1200&q=90
https://www.cnbcindonesia.com/news/20230919203534-4-473866/penjelasan-kejagung-soal-dugaan-kasus-korupsi-bpdpks,Penjelasan Kejagung Soal Dugaan Kasus Korupsi BPDPKS,2023-09-19T13:39:34.000Z,Kejaksaan Agung menyatakan pengusutan kasus dugaan korupsi di Badan Pengelola Dana Perkebunan Kelapa Sawit baru memasuki tahap penyidikan umum.,https://awsimages.detik.net.id/visual/2019/11/28/970a21ed-8521-46d9-9519-097a51472823_169.jpeg?w=1200&q=90
https://www.cnbcindonesia.com/news/20230919182408-8-473843/luhut-soal-investasi-di-rempang-ri-untung-barangnya-bagus,"Luhut soal Investasi di Rempang: RI Untung, Barangnya Bagus!",2023-09-19T13:30:52.000Z,"Luhut soal Investasi di Rempang: RI Untung, Barangnya Bagus!",https://awsimages.detik.net.id/visual/2023/09/19/luhut-soal-investasi-di-rempang-ri-untung-barangnya-bagus_169.png?w=1200&q=90
https://www.cnbcindonesia.com/tech/20230919153726-37-473766/instagram-facebook-minggir-ini-aplikasi-nomor-satu-dunia,"Instagram-Facebook Minggir, Ini Aplikasi Nomor Satu Dunia",2023-09-19T13:30:00.000Z,Berikut adalah 10 aplikasi dengan download paling banyak di dunia.,https://awsimages.detik.net.id/visual/2022/07/19/ilustrasi-warga-menggunakan-aplikasi-sosial-media-di-kawasan-ciputat-tangerang-selatan-selasa-1972022-cnbc-indonesiamuhammad-s-7_169.jpeg?w=1200&q=90
https://www.cnbcindonesia.com/market/20230919173640-17-473826/hutama-karya-blak-blakan-soal-biang-keladi-keuangan-boncos,Hutama Karya Blak-blakan Soal Biang Keladi Keuangan Boncos,2023-09-19T13:20:01.000Z,"Direktur Utama Hutama Karya Budi Harto mengungkapkan, tingginya beban bunga pinjaman dan amortisasi jadi biang keladi kerugian perseroan.",https://awsimages.detik.net.id/visual/2023/01/04/presiden-joko-widodo-dalam-peresmian-jalan-tol-ruas-pekanbaru-padang-seksi-pekanbaru-bangkinang-4-januari-2023-5_169.jpeg?w=1200&q=90
https://www.cnbcindonesia.com/news/20230919182407-8-473842/subsidi-moli-susah-jalan-hingga-viral-jasad-alien-di-meksiko,Subsidi Moli Susah Jalan Hingga Viral Jasad Alien di Meksiko,2023-09-19T13:15:13.000Z,Subsidi Motor Listrik Susah Jalan Hingga Viral Alien di Meksiko,https://awsimages.detik.net.id/visual/2023/09/19/subsidi-moli-susah-jalan-hingga-viral-jasad-alien-di-meksiko_169.png?w=1200&q=90
https://www.cnbcindonesia.com/news/20230919200602-4-473861/kronologi-lengkap-kasus-korupsi-karen-agustiawan-versi-kpk,Kronologi Lengkap Kasus Korupsi Karen Agustiawan Versi KPK,2023-09-19T13:12:58.000Z,"KPK telah menetapkan Karen Agustiawan , Direktur Utama Pertamina periode 2009 - 2014 sebagai tersangka kasus dugaan korupsi pengadaan LNG.",https://awsimages.detik.net.id/visual/2023/09/19/komisi-pemberantasan-korupsi-kpk-resmi-mengumumkan-direktur-utama-pt-pertamina-persero-periode-2009-2014-karen-agustiawan-seba-2_169.png?w=1200&q=90
https://www.cnbcindonesia.com/tech/20230919133647-37-473700/jokowi-minta-ingat-kiamat-buktinya-di-daun-sampai-penguin,"Jokowi Minta Ingat 'Kiamat', Buktinya di Daun Sampai Penguin",2023-09-19T13:10:00.000Z,Presiden Joko Widodo tiba-tiba mengingatkan warga Indonesia soal malapetaka yang mengintai Bumi.,https://awsimages.detik.net.id/visual/2023/09/18/jokowi-4_169.png?w=1200&q=90
https://www.cnbcindonesia.com/news/20230919195601-4-473859/kpk-tahan-eks-dirut-pertamina-karen-agustiawan-ini-kasusnya,"KPK Tahan Eks Dirut Pertamina Karen Agustiawan, Ini Kasusnya!",2023-09-19T13:00:35.000Z,KPK menetapkan Mantan Direktur Utama (Dirut) Pertamina Karen Agustiawan sebagai tersangka dan ditahan dalam kasus korupsi LNG.,https://awsimages.detik.net.id/visual/2023/09/19/konferensi-pers-penetapan-dan-penahanan-tsk-terkait-tpk-pengadaan-lng-di-ptpertamina-ta-2011-2021-3_169.png?w=1200&q=90
https://www.cnbcindonesia.com/news/20230919182405-8-473841/beras-turun-2-3-minggu-lagi-hingga-minyak-dunia-melompat,Beras Turun 2-3 Minggu Lagi Hingga Minyak Dunia Melompat,2023-09-19T13:00:20.000Z,Beras Turun 2-3 Minggu Lagi Hingga Minyak Dunia Menuju USD 100/Barel,https://awsimages.detik.net.id/visual/2023/09/19/beras-turun-2-3-minggu-lagi-hingga-minyak-dunia-melompat_169.jpeg?w=1200&q=90
https://www.cnbcindonesia.com/news/20230919161828-4-473785/rusia-minggir-ukraina-serang-3-negara-eropa-ini,"Rusia Minggir, Ukraina ""Serang"" 3 Negara Eropa Ini",2023-09-19T13:00:00.000Z,"Ukraina kini berkonflik dengan tiga negara Eropa. Bukan Rusia, melainkan Polandia, Hungaria dan Slovakia. Kenapa?",https://awsimages.detik.net.id/visual/2022/02/27/demo-tolak-invasi-rusia-terhadap-ukraina-di-valletta-malta_169.jpeg?w=1200&q=90
https://www.cnbcindonesia.com/news/20230919194202-4-473858/tok-ganti-rugi-buat-warga-rempang-ditambah-ini-rinciannya,"Tok! Ganti Rugi Buat Warga Rempang Ditambah, Ini Rinciannya",2023-09-19T12:55:46.000Z,"Pemerintah telah mengambil keputusan dalam penanganan kekisruhan pasca rencana investasi di Pulau Rempang, Batam, Kepulauan Riau.",https://awsimages.detik.net.id/visual/2023/09/19/rempang_169.png?w=1200&q=90
https://www.cnbcindonesia.com/news/20230919134955-7-473706/potret-iran-tukar-tahanan-amerika-dengan-dana-rp-92-triliun,Potret Iran Tukar Tahanan Amerika dengan Dana Rp 92 Triliun,2023-09-19T12:55:00.000Z,Iran membebaskan lima warga Amerika Serikat (AS) yang selama ini dalam penahanan pada Senin (18/9/2023). Mereka ditukar dengan dana Rp 92 triliun.,https://awsimages.detik.net.id/visual/2023/09/19/iran-usadetainee-3_169.jpeg?w=1200&q=90
https://www.cnbcindonesia.com/news/20230919193203-4-473857/skk-migas-sementara-pemerintah-bentuk-badan-migas-permanen,"SKK Migas Sementara, Pemerintah Bentuk Badan Migas Permanen",2023-09-19T12:45:05.000Z,Pemerintah bakal membentuk Badan Usaha Khusus Minyak dan Gas Bumi (BUK Migas) sebagai badan permanen.,https://awsimages.detik.net.id/visual/2018/02/02/4447e43a-30ed-4259-a986-8157afa2fed0_169.jpeg?w=1200&q=90
https://www.cnbcindonesia.com/market/20230919174421-17-473831/ojk-terbitkan-aturan-tata-kelola-bank-umum,OJK Terbitkan Aturan Tata Kelola Bank Umum,2023-09-19T12:45:05.000Z,"OJK telah menerbitkan POJK Nomor 17 Tahun 2023 tentang Penerapan Tata Kelola bagi Bank Umum (POJK Tata Kelola) pada Selasa, (19/9/2023).",https://awsimages.detik.net.id/visual/2018/02/06/527255d2-8d26-4bee-b081-df2089cfe9f0_169.jpeg?w=1200&q=90
https://www.cnbcindonesia.com/lifestyle/20230919164739-33-473800/kasus-covid-diprediksi-kembali-naik-vaksin-booster-dikebut,"Kasus Covid Diprediksi Kembali Naik, Vaksin Booster Dikebut",2023-09-19T12:40:16.000Z,Gelombang peningkatan kasus Covid diprediksi akan terjadi dalam beberapa bulan ke depan.,https://awsimages.detik.net.id/visual/2020/03/12/ad81e003-ce65-43ef-b582-786c546e1de4_169.jpeg?w=1200&q=90
https://www.cnbcindonesia.com/news/20230919191739-4-473854/dpr-dukung-wika-dapat-suntikan-pmn-rp-6-t-di-2024,DPR Dukung WIKA Dapat 'Suntikan' PMN Rp 6 T di 2024,2023-09-19T12:35:53.000Z,Komisi VI DPR RI mendukung pemberian Penyertaan Modal Negara (PMN) 2024 kepada BUMN Karya seperti PT Wijaya Karya Tbk.,https://awsimages.detik.net.id/visual/2018/01/22/61a07646-40e2-4ac1-b27d-ea4c82078b4c_169.jpeg?w=1200&q=90
https://www.cnbcindonesia.com/news/20230919192746-4-473856/kejagung-usut-dugaan-korupsi-di-bpdp-kelapa-sawit,Kejagung Usut Dugaan Korupsi di BPDP Kelapa Sawit,2023-09-19T12:34:48.000Z,Kejaksaan Agung (Kejagung) sedang melakukan penyidikan dugaan kasus korupsi di BPDPKS.,https://awsimages.detik.net.id/visual/2018/09/13/6899d7df-a51d-4b47-ad96-eff9c7bada67_169.jpeg?w=1200&q=90
https://www.cnbcindonesia.com/tech/20230919141533-37-473716/riset-bukti-gamer-hidup-sehat-tapi-penuh-masalah-di-kasur,"Riset Bukti Gamer Hidup Sehat, Tapi Penuh Masalah di Kasur",2023-09-19T12:30:00.000Z,Penelitian terbaru membuktikan banyak mitos soal penggemar video game tidak benar.,https://awsimages.detik.net.id/visual/2023/05/26/1257753232_169.jpeg?w=1200&q=90
https://www.cnbcindonesia.com/news/20230919190139-4-473852/kapal-pelni-sudah-tua-butuh-suntikan-negara-rp3-t,"Kapal Pelni Sudah Tua, Butuh Suntikan Negara Rp3 T",2023-09-19T12:25:39.000Z,PT Pelni (Persero) membutuhkan Penyertaan Modal Negara (PMN) senilai Rp 3 triliun untuk tahun 2024 yang akan digunakan untuk membeli dua kapal penumpang baru.,https://awsimages.detik.net.id/visual/2020/12/22/petugas-kesehatan-penumpang-pelabuhan-tanjung-priok-5_169.jpeg?w=1200&q=90
https://www.cnbcindonesia.com/market/20230919164009-17-473798/nasib-asuransi-di-tahun-politik-bakal-ramai-atau-makin-sepi,"Nasib Asuransi di Tahun Politik, Bakal Ramai atau Makin Sepi?",2023-09-19T12:20:07.000Z,"Indonesia tengah memasuki tahun politik, yang mana lanskap perpolitikan berpotensi bisa berpengaruh pada perkembangan industri asuransi.",https://awsimages.detik.net.id/visual/2023/06/14/ifg-life-1_169.png?w=1200&q=90
https://www.cnbcindonesia.com/news/20230919185855-4-473851/ri-waspada-harga-minyak-ada-yang-sudah-tembus-us--100,"RI Waspada, Harga Minyak Ada yang Sudah Tembus US$ 100!",2023-09-19T12:15:05.000Z,"Harga minyak mentah dunia terus menunjukkan ""keperkasaannya"". Bahkan, untuk jenis tertentu ada yang telah tembus US$ 100 per barel.",https://awsimages.detik.net.id/visual/2018/02/10/5768dba1-e85e-4754-98bf-a391da417399_169.jpeg?w=1200&q=90
